date,Voltage(V),Current(A),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s)
06-03-2018 05:30:07.047,4.399979591,1.205257416,1.989698291,0,8.672660828,0,5.91278E-05
06-03-2018 05:32:07.049,4.399991989,1.150677681,2.028952122,0,8.845377922,0,3.8147E-06
06-03-2018 05:34:07.049,4.400036812,1.097289085,2.066419601,0,9.010234833,0,3.05176E-05
06-03-2018 05:36:07.051,4.400045395,1.045670509,2.102130175,0,9.167361259,0,-4.673E-05
06-03-2018 05:38:07.047,4.399977684,0.994820595,2.136134386,0,9.316980362,0,5.05447E-05
06-03-2018 05:40:07.046,4.399950981,0.945435524,2.16847086,0,9.459260941,0,9.72748E-05
06-03-2018 05:42:07.049,4.400019646,0.898094177,2.199194193,0,9.594443321,0,5.72205E-06
06-03-2018 05:44:07.051,4.399998665,0.852320671,2.228363514,0,9.722787857,0,1.04904E-05
06-03-2018 05:46:07.053,4.400017738,0.808262825,2.256043434,0,9.844579697,0,1.71661E-05
06-03-2018 05:48:07.051,4.399914742,0.765872955,2.282265186,0,9.959956169,0,1.04904E-05
06-03-2018 05:50:07.051,4.399991989,0.72608757,2.307133913,0,10.06937885,0,3.24249E-05
06-03-2018 05:52:07.046,4.40003109,0.687527657,2.330688,0,10.17301655,0,4.76837E-05
06-03-2018 05:54:07.052,4.400032043,0.650642395,2.352988958,0,10.2711401,0,-5.62668E-05
06-03-2018 05:56:07.048,4.399991989,0.615245819,2.374078989,0,10.36393642,0,3.8147E-06
06-03-2018 05:58:07.052,4.399982452,0.582192421,2.394024372,0,10.4516964,0,1.23978E-05
06-03-2018 06:00:07.048,4.399996758,0.550773621,2.412903309,0,10.53476429,0,-3.8147E-05
06-03-2018 06:02:07.051,4.40001297,0.521109581,2.430761814,0,10.61334038,0,-7.9155E-05
06-03-2018 06:04:07.048,4.400030136,0.492854118,2.447664976,0,10.68771458,0,-2.95639E-05
06-03-2018 06:06:07.049,4.399946213,0.466053963,2.463642597,0,10.75801659,0,4.76837E-05
06-03-2018 06:08:07.052,4.399941444,0.441192627,2.478758812,0,10.82452774,0,5.72205E-05
06-03-2018 06:10:07.051,4.400009155,0.417886734,2.493068933,0,10.88749218,0,5.91278E-05
06-03-2018 06:12:07.049,4.399983406,0.396505356,2.506639004,0,10.94720078,0,-1.04904E-05
06-03-2018 06:14:07.050,4.400022507,0.374909401,2.519495249,0,11.00376797,0,2.00272E-05
06-03-2018 06:16:07.047,4.400012016,0.355711937,2.531665087,0,11.05731487,0,-2.09808E-05
06-03-2018 06:18:07.048,4.399991035,0.337353706,2.543211937,0,11.10812092,0,-2.67029E-05
06-03-2018 06:20:07.046,4.39993763,0.320080757,2.554166079,0,11.15631962,0,-1.71661E-05
06-03-2018 06:22:07.049,4.39999485,0.30396843,2.564564228,0,11.20207119,0,-8.58307E-05
06-03-2018 06:24:07.047,4.399949074,0.288911819,2.574442625,0,11.2455368,0,-3.14713E-05
06-03-2018 06:26:07.051,4.400008202,0.274512291,2.583833694,0,11.28685665,0,-2.38419E-05
06-03-2018 06:28:07.051,4.399971962,0.261069298,2.59275651,0,11.32611752,0,-2.19345E-05
06-03-2018 06:30:07.049,4.400000572,0.248462677,2.601250887,0,11.36349297,0,-5.24521E-05
06-03-2018 06:32:07.048,4.399990082,0.23699379,2.609338999,0,11.39908123,0,4.673E-05
06-03-2018 06:34:07.049,4.400001526,0.225877762,2.617049217,0,11.43300533,0,-4.19617E-05
06-03-2018 06:36:07.046,4.399978638,0.21561718,2.624405861,0,11.46537495,0,1.14441E-05
06-03-2018 06:38:07.048,4.400014877,0.205708504,2.631427765,0,11.49627113,0,6.38962E-05
06-03-2018 06:40:07.051,4.400013924,0.196458817,2.638130426,0,11.52576256,0,-1.71661E-05
06-03-2018 06:42:07.050,4.399970055,0.188119888,2.644534826,0,11.55394268,0,3.8147E-06
06-03-2018 06:44:07.048,4.399999619,0.179821014,2.650662184,0,11.5809021,0,-4.3869E-05
06-03-2018 06:46:07.046,4.400043488,0.172391891,2.65653348,0,11.60673618,0,5.72205E-05
06-03-2018 06:48:07.051,4.400033951,0.165211678,2.662163734,0,11.63150883,0,-7.43866E-05
06-03-2018 06:50:07.051,4.399990082,0.1590271,2.66756773,0,11.65528679,0,2.86102E-05
06-03-2018 06:52:07.052,4.400009155,0.152736664,2.672762632,0,11.67814445,0,-1.23978E-05
06-03-2018 06:54:07.052,4.400038719,0.146612167,2.677749634,0,11.70008659,0,6.67572E-06
06-03-2018 06:56:07.052,4.400028229,0.14078331,2.682536364,0,11.72114849,0,5.24521E-05
06-03-2018 06:58:07.049,4.399995804,0.135197639,2.687134266,0,11.74137974,0,-9.53674E-07
06-03-2018 07:00:07.050,4.399991989,0.130355835,2.691559315,0,11.76084995,0,-5.81741E-05
06-03-2018 07:02:07.053,4.399968147,0.125151634,2.695813656,0,11.77956867,0,-1.62125E-05
06-03-2018 07:04:07.053,4.39994812,0.12036705,2.699901342,0,11.79755497,0,-3.05176E-05
06-03-2018 07:06:07.049,4.399986267,0.115758896,2.703836441,0,11.81486893,0,-2.86102E-05
06-03-2018 07:08:07.047,4.400006294,0.11173439,2.70762682,0,11.83154678,0,-3.62396E-05
06-03-2018 07:10:07.050,4.399975777,0.107735634,2.711283445,0,11.84763622,0,-9.05991E-05
06-03-2018 07:12:07.051,4.400000572,0.104031563,2.714814186,0,11.86317062,0,-9.05991E-05
06-03-2018 07:14:07.049,4.399962425,0.100340843,2.718223095,0,11.87817097,0,-1.14441E-05
06-03-2018 07:16:07.048,4.400024414,0.097109795,2.721518278,0,11.89266872,0,-4.76837E-06
06-03-2018 07:18:07.052,4.399980545,0.093747139,2.724703312,0,11.90668297,0,-1.62125E-05
06-03-2018 07:20:07.048,4.400000572,0.090826988,2.727780819,0,11.92022514,0,-5.14984E-05
06-03-2018 07:22:07.048,4.399975777,0.087560654,2.730755329,0,11.93331242,0,1.90735E-06
06-03-2018 07:24:07.051,4.399950981,0.084810257,2.733628511,0,11.94595337,0,9.44138E-05
06-03-2018 07:26:07.048,4.400001526,0.082065582,2.736412287,0,11.95820332,0,1.71661E-05
06-03-2018 07:26:24.487,4.399978638,0.081497192,2.736808777,0,11.95994759,0,2.65106E-06
06-03-2018 07:28:24.542,4.382588387,0,2.736809254,0,11.95994949,0,-9.72748E-05
06-03-2018 07:30:24.541,4.38075161,0,2.736809254,0,11.95994949,0,-2.86102E-06
06-03-2018 07:31:24.544,4.380245209,0,2.736809254,0,11.95994949,0,-0.000167769
06-03-2018 07:33:24.636,3.974936485,-2.281979561,2.736809254,0.076053053,11.95994949,0.305778742,-0.000497818
06-03-2018 07:35:24.636,3.931712151,-2.281957626,2.736809254,0.152125105,11.95994949,0.606421947,-0.000283241
06-03-2018 07:37:24.636,3.894864082,-2.281927109,2.736809254,0.228189826,11.95994949,0.904067934,-0.000349045
06-03-2018 07:39:24.641,3.859589577,-2.281996727,2.736809254,0.304255366,11.95994949,1.198987722,-0.00034523
06-03-2018 07:41:24.638,3.825432777,-2.28194046,2.736809254,0.380317777,11.95994949,1.491253376,-0.000353813
06-03-2018 07:43:24.636,3.793452263,-2.281871796,2.736809254,0.456380576,11.95994949,1.781007767,-0.000249863
06-03-2018 07:45:24.640,3.762541771,-2.281915665,2.736809254,0.532446146,11.95994949,2.068377018,-0.000227928
06-03-2018 07:47:24.637,3.732744217,-2.281953812,2.736809254,0.608515561,11.95994949,2.353453159,-0.000252724
06-03-2018 07:49:24.637,3.703396797,-2.281962395,2.736809254,0.684575856,11.95994949,2.63624835,-0.000267982
06-03-2018 07:51:24.642,3.674742699,-2.281966209,2.736809254,0.760649562,11.95994949,2.916883469,-0.000205994
06-03-2018 07:53:24.642,3.647033691,-2.281988144,2.736809254,0.836716592,11.95994949,3.195349455,-0.000252724
06-03-2018 07:55:24.640,3.620879173,-2.281885147,2.736809254,0.912775517,11.95994949,3.471726656,-0.000146866
06-03-2018 07:57:24.636,3.596283913,-2.281927109,2.736809254,0.988840401,11.95994949,3.74620986,-0.000199318
06-03-2018 07:59:24.636,3.572852135,-2.282019615,2.736809254,1.064902663,11.95994949,4.018847942,-0.000182152
06-03-2018 08:01:24.637,3.550549507,-2.281905174,2.736809254,1.140967369,11.95994949,4.289761066,-0.000191689
06-03-2018 08:03:24.639,3.529515266,-2.28199482,2.736809254,1.217036486,11.95994949,4.559045315,-0.000115395
06-03-2018 08:05:24.637,3.509393692,-2.281887054,2.736809254,1.293102503,11.95994949,4.826763153,-0.000275612
06-03-2018 08:07:24.640,3.490020752,-2.281925201,2.736809254,1.36916697,11.95994949,5.09295845,-0.000156403
06-03-2018 08:09:24.636,3.470815659,-2.281898499,2.736809254,1.445227027,11.95994949,5.35767746,-0.000119209
06-03-2018 08:11:24.638,3.452877045,-2.281891823,2.736809254,1.521296501,11.95994949,5.621006012,-0.000172615
06-03-2018 08:13:24.636,3.435499191,-2.281953812,2.736809254,1.597358942,11.95994949,5.882973671,-0.000174522
06-03-2018 08:15:24.639,3.418437004,-2.28185463,2.736809254,1.673423767,11.95994949,6.143651962,-0.000182152
06-03-2018 08:17:24.640,3.402071953,-2.281891823,2.736809254,1.749483228,11.95994949,6.403028965,-0.000131607
06-03-2018 08:19:24.642,3.385721207,-2.281915665,2.736809254,1.82555306,11.95994949,6.661198616,-0.000199318
06-03-2018 08:21:24.641,3.36930275,-2.281931877,2.736809254,1.901613474,11.95994949,6.918093681,-0.000138283
06-03-2018 08:23:24.640,3.352210999,-2.281916618,2.736809254,1.977679372,11.95994949,7.173739433,-1.52588E-05
06-03-2018 08:25:24.639,3.334871292,-2.281898499,2.736809254,2.053746223,11.95994949,7.428077698,-0.000173569
06-03-2018 08:27:24.640,3.315749168,-2.281957626,2.736809254,2.129813671,11.95994949,7.681033134,-0.000226974
06-03-2018 08:29:24.641,3.29494381,-2.281955719,2.736809254,2.205869913,11.95994949,7.932431221,-0.000173569
06-03-2018 08:31:24.641,3.271594048,-2.282003403,2.736809254,2.281939745,11.95994949,8.182210922,-0.000183105
06-03-2018 08:33:24.636,3.244768143,-2.281847954,2.736809254,2.358004093,11.95994949,8.430062294,-0.000205994
06-03-2018 08:35:24.640,3.213769913,-2.281981468,2.736809254,2.43406415,11.95994949,8.675714493,-0.000297546
06-03-2018 08:37:24.636,3.176418304,-2.281933784,2.736809254,2.510129213,11.95994949,8.918795586,-0.000320435
06-03-2018 08:39:24.636,3.131145477,-2.281905174,2.736809254,2.58618927,11.95994949,9.158729553,-0.00039196
06-03-2018 08:41:24.639,3.074290276,-2.281874657,2.736809254,2.662257195,11.95994949,9.39482975,-0.000530243
06-03-2018 08:43:23.097,2.999992371,-2.281903267,2.736809254,2.737346888,11.95994949,9.623034477,4.28606E-06
06-03-2018 08:45:23.249,3.632160187,0,2.736809254,2.737392902,11.95994949,9.623176575,0.000546455
06-03-2018 08:47:23.250,3.667225838,0,2.736809254,2.737392902,11.95994949,9.623176575,0.000128746
06-03-2018 08:48:23.248,3.675210953,0,2.736809254,2.737392902,11.95994949,9.623176575,0.000182561
06-03-2018 08:49:35.218,4.19999218,3.25995636,0.076885015,0,0.322703242,0,0.000247115
06-03-2018 08:51:35.237,4.246026039,3.259817123,0.185300604,0,0.780770838,0,0.000354767
06-03-2018 08:53:35.235,4.278490067,3.259841919,0.293963611,0,1.243991137,0,0.000205994
06-03-2018 08:55:35.236,4.303891182,3.259874344,0.402628481,0,1.710330248,0,0.000236511
06-03-2018 08:57:35.236,4.326787949,3.259813309,0.511289656,0,2.179240227,0,0.000230789
06-03-2018 08:59:35.234,4.35122776,3.259897232,0.619943082,0,2.650681257,0,0.000282288
06-03-2018 09:01:35.238,4.37876606,3.260169983,0.728619397,0,3.125030994,0,0.000320435
06-03-2018 09:03:35.240,4.400044441,3.174919128,0.836838841,0,3.600371361,0,-2.86102E-06
06-03-2018 09:05:35.238,4.400066376,2.93145752,0.938535094,0,4.047834873,0,-2.47955E-05
06-03-2018 09:07:35.235,4.399983406,2.712865829,1.032511115,0,4.461329937,0,-4.76837E-05
06-03-2018 09:09:35.236,4.400044441,2.526496887,1.119763136,0,4.845239162,0,5.81741E-05
06-03-2018 09:11:35.238,4.399987221,2.362024307,1.201167107,0,5.203416824,0,-2.00272E-05
06-03-2018 09:13:35.239,4.400054932,2.218107224,1.277428508,0,5.538967133,0,-8.58307E-06
06-03-2018 09:15:35.236,4.399978638,2.094995499,1.349261045,0,5.85503006,0,-1.90735E-05
06-03-2018 09:17:35.238,4.399961472,1.986701965,1.417234182,0,6.154112339,0,-1.14441E-05
06-03-2018 09:19:35.236,4.399973869,1.891170502,1.481840849,0,6.438381672,0,2.57492E-05
06-03-2018 09:21:35.235,4.400010109,1.80200386,1.543387294,0,6.709186077,0,3.95775E-05
06-03-2018 09:23:35.234,4.399968147,1.720386505,1.602063298,0,6.967360973,0,5.34058E-05
06-03-2018 09:25:35.235,4.400011063,1.646245003,1.658157945,0,7.214177132,0,-1.43051E-05
06-03-2018 09:27:35.234,4.400030136,1.574666977,1.711829185,0,7.450330734,0,-2.86102E-06
06-03-2018 09:29:35.233,4.399993896,1.507461548,1.763175964,0,7.676256657,0,-7.72476E-05
06-03-2018 09:31:35.233,4.400046349,1.445189476,1.812363982,0,7.892683506,0,-6.10352E-05
06-03-2018 09:33:35.239,4.399990082,1.384012222,1.859521508,0,8.100176811,0,2.67029E-05
06-03-2018 09:35:35.235,4.399975777,1.324406624,1.904664636,0,8.298807144,0,-6.96182E-05
06-03-2018 09:37:35.239,4.400038719,1.266517639,1.94783783,0,8.488768578,0,-3.8147E-05
06-03-2018 09:39:35.234,4.399987221,1.209875107,1.989113569,0,8.6703825,0,-6.67572E-06
06-03-2018 09:41:35.233,4.400009155,1.154097557,2.028501034,0,8.843687057,0,5.34058E-05
06-03-2018 09:43:35.237,4.399968147,1.100736618,2.066084862,0,9.009056091,0,-3.52859E-05
06-03-2018 09:45:35.234,4.399990082,1.047450066,2.101877451,0,9.166543961,0,-4.91142E-05
06-03-2018 09:47:35.233,4.399995804,0.996912956,2.135943174,0,9.316431999,0,-6.29425E-05
06-03-2018 09:49:35.234,4.400038719,0.947540283,2.168349266,0,9.459018707,0,-0.000107765
06-03-2018 09:51:35.237,4.39998436,0.898309708,2.199108601,0,9.594360352,0,-1.33514E-05
06-03-2018 09:53:35.235,4.399990082,0.852592468,2.22828126,0,9.722720146,0,-5.53131E-05
06-03-2018 09:55:35.234,4.400009155,0.808897018,2.255971432,0,9.844556808,0,2.19345E-05
06-03-2018 09:57:35.236,4.39995575,0.766699791,2.282232046,0,9.960103989,0,-5.14984E-05
06-03-2018 09:59:35.236,4.40000248,0.726035118,2.307115078,0,10.06958866,0,-4.1008E-05
06-03-2018 10:01:35.237,4.400080681,0.688052177,2.330683947,0,10.17329216,0,-2.76566E-05
06-03-2018 10:03:35.235,4.399947166,0.651352882,2.352999926,0,10.27148247,0,1.04904E-05
06-03-2018 10:05:35.234,4.399907112,0.615743637,2.374116421,0,10.36439514,0,-1.62125E-05
06-03-2018 10:07:35.235,4.400037766,0.583016396,2.394090891,0,10.45228195,0,6.67572E-06
06-03-2018 10:09:35.239,4.399989128,0.550972939,2.412995577,0,10.53546333,0,5.62668E-05
06-03-2018 10:11:35.239,4.400012016,0.521121979,2.430855036,0,10.61404514,0,-1.62125E-05
06-03-2018 10:13:35.240,4.399981499,0.493301392,2.447759628,0,10.68842506,0,4.48227E-05
06-03-2018 10:15:35.237,4.39999485,0.466654778,2.463749886,0,10.75878239,0,7.43866E-05
06-03-2018 10:17:35.238,4.39999485,0.441987991,2.478891611,0,10.82540607,0,-3.71933E-05
06-03-2018 10:19:35.234,4.400039673,0.418149948,2.493214846,0,10.88842773,0,-4.00543E-05
06-03-2018 10:21:35.239,4.400011063,0.396310806,2.506783724,0,10.94813156,0,-6.29425E-05
06-03-2018 10:23:35.238,4.399965286,0.375059128,2.519635201,0,11.00467777,0,-2.47955E-05
06-03-2018 10:25:35.235,4.400039673,0.35539341,2.531810284,0,11.05824757,0,-7.62939E-05
06-03-2018 10:27:35.234,4.399993896,0.337651253,2.543357849,0,11.10905743,0,-2.28882E-05
06-03-2018 10:29:35.233,4.400014877,0.32063961,2.554333687,0,11.15735054,0,-4.76837E-06
06-03-2018 10:31:35.234,4.399968147,0.304039001,2.564740181,0,11.20313931,0,4.19617E-05
06-03-2018 10:33:35.234,4.400017738,0.288722992,2.574616194,0,11.24659348,0,2.19345E-05
06-03-2018 10:35:35.236,4.399967194,0.274746895,2.584005833,0,11.28790855,0,1.23978E-05
06-03-2018 10:37:35.237,4.400004387,0.261443138,2.592935324,0,11.32719898,0,-5.14984E-05
06-03-2018 10:39:35.234,4.399946213,0.248740196,2.601431847,0,11.36458206,0,2.00272E-05
06-03-2018 10:41:35.240,4.399922371,0.236767769,2.609522581,0,11.40018177,0,2.28882E-05
06-03-2018 10:43:35.238,4.399950981,0.225992203,2.617235899,0,11.43412113,0,8.4877E-05
06-03-2018 10:45:35.239,4.400025368,0.215735435,2.624596119,0,11.46650505,0,-2.86102E-05
06-03-2018 10:47:35.239,4.400025368,0.206155777,2.631623983,0,11.49742794,0,-6.00815E-05
06-03-2018 10:49:35.238,4.400042534,0.197010994,2.638347387,0,11.52701187,0,2.95639E-05
06-03-2018 10:51:35.233,4.399992943,0.188113213,2.644767046,0,11.55525684,0,-2.86102E-05
06-03-2018 10:53:35.239,4.399964333,0.179753304,2.650898457,0,11.58223629,0,5.05447E-05
06-03-2018 10:55:35.239,4.399991035,0.172282219,2.656768322,0,11.6080637,0,8.4877E-05
06-03-2018 10:57:35.233,4.399958611,0.16508007,2.662391186,0,11.63280392,0,-2.67029E-05
06-03-2018 10:59:35.240,4.399987221,0.158409119,2.667783499,0,11.65653038,0,1.81198E-05
06-03-2018 11:01:35.237,4.399969101,0.152124405,2.672961473,0,11.67931366,0,3.8147E-05
06-03-2018 11:03:35.233,4.40000248,0.146294594,2.677935362,0,11.70119858,0,-2.67029E-05
06-03-2018 11:05:35.235,4.399986267,0.140655518,2.682712793,0,11.72221851,0,6.29425E-05
06-03-2018 11:07:35.233,4.400012016,0.135044098,2.68730545,0,11.74242687,0,-5.24521E-05
06-03-2018 11:09:35.235,4.400038719,0.129647255,2.691721916,0,11.76185894,0,7.43866E-05
06-03-2018 11:11:35.236,4.399957657,0.125063896,2.695966959,0,11.78053761,0,-1.23978E-05
06-03-2018 11:13:35.235,4.40003109,0.120215416,2.700051308,0,11.79850769,0,-3.8147E-05
06-03-2018 11:15:35.239,4.399971008,0.115922928,2.703984499,0,11.81581497,0,-5.05447E-05
06-03-2018 11:17:35.233,4.400017738,0.111861229,2.707774639,0,11.83249187,0,-1.14441E-05
06-03-2018 11:19:35.235,4.400004387,0.107735634,2.711433172,0,11.84858799,0,1.43051E-05
06-03-2018 11:21:35.238,4.400026321,0.104040146,2.714962959,0,11.86411953,0,4.76837E-05
06-03-2018 11:23:35.237,4.400004387,0.100456238,2.718372583,0,11.87912178,0,6.58035E-05
06-03-2018 11:25:35.234,4.400017738,0.097043037,2.721665382,0,11.89361,0,3.24249E-05
06-03-2018 11:27:35.233,4.399990082,0.093838692,2.724847078,0,11.90760994,0,3.24249E-05
06-03-2018 11:29:35.236,4.400067329,0.090781212,2.727923393,0,11.92114544,0,-7.24792E-05
06-03-2018 11:31:35.239,4.400000572,0.087725639,2.730897427,0,11.93423176,0,-1.52588E-05
06-03-2018 11:33:35.239,4.399983406,0.084976196,2.733772755,0,11.9468832,0,-1.14441E-05
06-03-2018 11:35:35.237,4.399988174,0.082222939,2.736553907,0,11.9591198,0,-2.00272E-05
06-03-2018 11:35:55.947,4.400026321,0.081488609,2.737025023,0,11.96119213,0,-2.92876E-05
06-03-2018 11:37:55.999,4.382632256,0,2.737025499,0,11.96119404,0,-8.29697E-05
06-03-2018 11:39:56.002,4.380859375,0,2.737025499,0,11.96119404,0,-8.10623E-05
06-03-2018 11:40:56.002,4.380216599,0,2.737025499,0,11.96119404,0,-0.000185595
06-03-2018 11:42:56.094,3.975989342,-2.281913757,2.737025499,0.076060459,11.96119404,0.305869848,-0.000394821
06-03-2018 11:44:56.097,3.933179855,-2.28192234,2.737025499,0.152131021,11.96119404,0.606609702,-0.00037384
06-03-2018 11:46:56.096,3.895961761,-2.281972885,2.737025499,0.228195265,11.96119404,0.904360354,-0.000329971
06-03-2018 11:48:56.094,3.86065197,-2.281974792,2.737025499,0.304255098,11.96119404,1.199333549,-0.000305176
06-03-2018 11:50:56.094,3.827185631,-2.281935692,2.737025499,0.380328268,11.96119404,1.491740823,-0.000320435
06-03-2018 11:52:56.092,3.795005798,-2.281977654,2.737025499,0.456387728,11.96119404,1.78159976,-0.000268936
06-03-2018 11:54:56.094,3.763746262,-2.281900406,2.737025499,0.532453835,11.96119404,2.069077492,-0.000265121
06-03-2018 11:56:56.095,3.733888626,-2.281937599,2.737025499,0.608512223,11.96119404,2.354202271,-0.000264168
06-03-2018 11:58:56.095,3.704148293,-2.281920433,2.737025499,0.684581518,11.96119404,2.637101889,-0.000271797
06-03-2018 12:00:56.095,3.675532341,-2.281979561,2.737025499,0.760653555,11.96119404,2.917792797,-0.000190735
06-03-2018 12:02:56.096,3.647937775,-2.281970978,2.737025499,0.8367154,11.96119404,3.196304321,-0.000173569
06-03-2018 12:04:56.097,3.621505737,-2.281894684,2.737025499,0.912786067,11.96119404,3.472789764,-0.00022316
06-03-2018 12:06:56.093,3.596539497,-2.281947136,2.737025499,0.988844931,11.96119404,3.747277975,-0.000235558
06-03-2018 12:08:56.093,3.573117256,-2.281931877,2.737025499,1.064911127,11.96119404,4.019953728,-0.000191689
06-03-2018 12:10:56.094,3.550898552,-2.281966209,2.737025499,1.140977144,11.96119404,4.290897846,-0.000248909
06-03-2018 12:12:56.095,3.530200958,-2.281889915,2.737025499,1.217035413,11.96119404,4.560183048,-0.000177383
06-03-2018 12:14:56.094,3.510177612,-2.281913757,2.737025499,1.29310751,11.96119404,4.827965736,-0.00017643
06-03-2018 12:16:56.097,3.490708351,-2.281935692,2.737025499,1.369170666,11.96119404,5.094215393,-0.000155449
06-03-2018 12:18:56.091,3.471981049,-2.281982422,2.737025499,1.445227981,11.96119404,5.358993053,-0.000115395
06-03-2018 12:20:56.096,3.453947067,-2.281925201,2.737025499,1.52129209,11.96119404,5.6223979,-0.000179291
06-03-2018 12:22:56.091,3.436642647,-2.281872749,2.737025499,1.597356915,11.96119404,5.884462357,-0.000235558
06-03-2018 12:24:56.095,3.419986725,-2.281923294,2.737025499,1.673421025,11.96119404,6.145232201,-0.00015831
06-03-2018 12:26:56.092,3.403665543,-2.281931877,2.737025499,1.749485135,11.96119404,6.404742241,-0.00017643
06-03-2018 12:28:56.093,3.3873806,-2.281944275,2.737025499,1.825549126,11.96119404,6.66301918,-6.29425E-05
06-03-2018 12:30:56.095,3.371040344,-2.281925201,2.737025499,1.901617765,11.96119404,6.920064449,-7.9155E-05
06-03-2018 12:32:56.092,3.354003906,-2.281955719,2.737025499,1.977681756,11.96119404,7.175829887,-0.000180244
06-03-2018 12:34:56.093,3.336493492,-2.281981468,2.737025499,2.053740263,11.96119404,7.430260658,-0.000100136
06-03-2018 12:36:56.092,3.317661285,-2.281900406,2.737025499,2.12980628,11.96119404,7.683348179,-0.000118256
06-03-2018 12:38:56.092,3.296686172,-2.281898499,2.737025499,2.205876112,11.96119404,7.934937954,-0.000204086
06-03-2018 12:40:56.092,3.273176193,-2.281908989,2.737025499,2.281937361,11.96119404,8.18482399,-0.000245094
06-03-2018 12:42:56.095,3.246207237,-2.281952858,2.737025499,2.358006716,11.96119404,8.432810783,-0.000282288
06-03-2018 12:44:56.096,3.215121269,-2.281842232,2.737025499,2.434070826,11.96119404,8.678573608,-0.000303268
06-03-2018 12:46:56.094,3.178684235,-2.281930923,2.737025499,2.510130644,11.96119404,8.921774864,-0.000349045
06-03-2018 12:48:56.093,3.133331299,-2.28189373,2.737025499,2.5861938,11.96119404,9.161896706,-0.000452995
06-03-2018 12:50:56.091,3.076172829,-2.281908989,2.737025499,2.662256002,11.96119404,9.398148537,-0.000611305
06-03-2018 12:52:56.095,3.001232147,-2.281923294,2.737025499,2.738324881,11.96119404,9.629422188,-0.000753403
06-03-2018 12:52:57.867,2.999992371,-2.281837463,2.737025499,2.739450455,11.96119404,9.632800102,-0.000735065
06-03-2018 12:54:58.015,3.631043434,0,2.737025499,2.739493608,11.96119404,9.632932663,0.000508308
06-03-2018 12:56:58.015,3.666401863,0,2.737025499,2.739493608,11.96119404,9.632932663,0.000216484
06-03-2018 12:57:58.017,3.674408913,0,2.737025499,2.739493608,11.96119404,9.632932663,0.00024581
06-03-2018 12:59:09.708,4.199987411,3.259994507,0.076632693,2.05358E-09,0.321641266,7.54564E-09,0.000280849
06-03-2018 13:01:09.725,4.245362282,3.259819031,0.18504402,2.05358E-09,0.779652238,7.54564E-09,0.000339508
06-03-2018 13:03:09.726,4.278386116,3.2598629,0.29371506,2.05358E-09,1.242871046,7.54564E-09,0.000214577
06-03-2018 13:05:09.725,4.30341053,3.259838104,0.40237084,2.05358E-09,1.709150195,7.54564E-09,0.00023365
06-03-2018 13:07:09.730,4.326370239,3.25994873,0.511036515,2.05358E-09,2.178032637,7.54564E-09,0.000210761
06-03-2018 13:09:09.725,4.351319313,3.259801865,0.619703352,2.05358E-09,2.64948988,7.54564E-09,0.000187874
06-03-2018 13:11:09.729,4.378601074,3.259885788,0.728375614,2.05358E-09,3.123807669,7.54564E-09,0.000289917
06-03-2018 13:13:09.729,4.400006294,3.177139282,0.836621702,2.05358E-09,3.599241972,7.54564E-09,4.48227E-05
06-03-2018 13:15:09.727,4.39999485,2.934026718,0.938375711,2.05358E-09,4.046960354,7.54564E-09,2.38419E-05
06-03-2018 13:17:09.726,4.399977684,2.721452713,1.032549024,2.05358E-09,4.461323261,7.54564E-09,-2.47955E-05
06-03-2018 13:19:09.725,4.400019646,2.528951645,1.120001912,2.05358E-09,4.846116066,7.54564E-09,-1.81198E-05
06-03-2018 13:21:09.729,4.400006294,2.363021851,1.201460838,2.05358E-09,5.204535484,7.54564E-09,-2.28882E-05
06-03-2018 13:23:09.726,4.400033951,2.222537994,1.277821422,2.05358E-09,5.540522575,7.54564E-09,6.77109E-05
06-03-2018 13:25:09.726,4.400008202,2.097951889,1.349763274,2.05358E-09,5.857066631,7.54564E-09,5.62669E-05
06-03-2018 13:27:09.728,4.399989128,1.990793228,1.417880416,2.05358E-09,6.15678215,7.54564E-09,4.48227E-05
06-03-2018 13:29:09.726,4.400025368,1.89358902,1.482575774,2.05358E-09,6.441442013,7.54564E-09,2.86102E-06
06-03-2018 13:31:09.729,4.400085449,1.804530144,1.544207692,2.05358E-09,6.712622166,7.54564E-09,-3.05176E-05
06-03-2018 13:33:09.725,4.399999619,1.722150803,1.60296452,2.05358E-09,6.971152782,7.54564E-09,4.76837E-06
06-03-2018 13:35:09.731,4.399972916,1.647198677,1.659110665,2.05358E-09,7.218195438,7.54564E-09,-4.86374E-05
06-03-2018 13:37:09.727,4.399988174,1.576670647,1.712848186,2.05358E-09,7.454640388,7.54564E-09,-2.86102E-06
06-03-2018 13:39:09.729,4.400012016,1.507452965,1.764224291,2.05358E-09,7.680695534,7.54564E-09,2.86102E-06
06-03-2018 13:41:09.725,4.400000572,1.44355011,1.813410521,2.05358E-09,7.897115231,7.54564E-09,-1.81198E-05
06-03-2018 13:43:09.727,4.399997711,1.382033348,1.860489368,2.05358E-09,8.104262352,7.54564E-09,-2.76566E-05
06-03-2018 13:45:09.729,4.400006294,1.322853088,1.905576468,2.05358E-09,8.302645683,7.54564E-09,1.04904E-05
